timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_transferred,packets,action,is_anomaly
2025-11-02T17:27:46Z,172.16.0.134,172.16.1.20,46772,53,TCP,6570,5,ACCEPT,0
2025-11-02T18:44:05Z,10.0.2.50,10.0.2.158,36720,3306,TCP,127472,131,ACCEPT,0
2025-11-02T22:28:20Z,45.33.32.156,10.0.2.62,63112,8080,TCP,135,3,REJECT,1
2025-11-03T08:43:45Z,172.16.0.125,10.0.1.75,39823,8443,TCP,23042,19,ACCEPT,0
2025-11-03T09:14:57Z,10.0.1.239,10.0.2.159,46628,8443,TCP,104135,192,ACCEPT,0
2025-11-03T09:19:01Z,10.0.1.159,172.16.1.173,47480,3306,TCP,104355,93,ACCEPT,0
2025-11-03T09:53:47Z,172.16.1.94,10.0.2.28,61317,3306,UDP,66865,112,ACCEPT,0
2025-11-03T10:11:44Z,172.16.1.131,10.0.2.68,65523,6379,UDP,48883,64,ACCEPT,0
2025-11-03T10:40:45Z,10.0.3.127,172.16.1.107,59397,5432,TCP,97765,88,ACCEPT,0
2025-11-03T13:11:01Z,10.0.3.54,10.0.3.220,40818,6379,TCP,15538,30,ACCEPT,0
2025-11-03T14:15:53Z,172.16.1.77,172.16.1.165,35955,8080,TCP,34365,26,ACCEPT,0
2025-11-03T14:30:09Z,10.0.2.93,10.0.1.23,50140,5432,TCP,23283,16,ACCEPT,0
2025-11-03T16:25:03Z,172.16.0.149,172.16.0.163,62859,22,TCP,142332,122,REJECT,0
2025-11-04T08:15:20Z,10.0.3.28,172.16.0.24,41244,80,UDP,18954,16,ACCEPT,0
2025-11-04T09:28:04Z,172.16.0.28,10.0.1.7,49245,22,UDP,103480,140,ACCEPT,0
2025-11-04T11:42:38Z,10.0.3.68,172.16.0.162,59440,443,TCP,84048,105,ACCEPT,0
2025-11-04T12:16:54Z,172.16.1.78,10.0.1.93,62296,3306,TCP,32818,22,ACCEPT,0
2025-11-04T12:50:17Z,10.0.3.22,10.0.3.13,46950,22,TCP,109216,130,ACCEPT,0
2025-11-04T13:23:18Z,172.16.0.141,10.0.1.114,38567,80,UDP,2787,4,ACCEPT,0
2025-11-04T14:02:43Z,10.0.1.53,10.0.1.144,60972,22,TCP,93717,77,ACCEPT,0
2025-11-04T15:18:59Z,10.0.1.128,10.0.3.130,45010,443,TCP,111357,118,ACCEPT,0
2025-11-04T15:27:40Z,172.16.0.213,10.0.1.135,42898,27017,TCP,46868,36,ACCEPT,0
2025-11-04T17:32:32Z,172.16.0.194,172.16.1.233,64340,3306,TCP,105613,76,ACCEPT,0
2025-11-05T08:36:32Z,10.0.2.17,10.0.3.184,41312,443,TCP,88217,115,ACCEPT,0
2025-11-05T08:40:49Z,10.0.1.45,10.0.3.50,55693,53,TCP,40728,39,ACCEPT,0
2025-11-05T09:20:59Z,10.0.1.226,139.59.100.22,54257,443,TCP,1310174455,1284484,ACCEPT,1
2025-11-05T09:42:59Z,172.16.0.153,10.0.1.195,39959,8080,TCP,127407,137,ACCEPT,0
2025-11-05T10:15:12Z,172.16.0.143,172.16.1.135,57427,5432,TCP,62652,75,ACCEPT,0
2025-11-05T10:57:41Z,10.0.3.25,172.16.1.213,61905,80,TCP,87643,60,ACCEPT,0
2025-11-05T11:01:43Z,10.0.1.70,10.0.3.46,61682,22,TCP,43816,73,ACCEPT,0
2025-11-05T12:03:25Z,10.0.2.162,172.16.0.154,55585,5432,UDP,5148,7,ACCEPT,0
2025-11-05T15:58:26Z,172.16.1.3,10.0.3.233,49140,22,TCP,79561,70,ACCEPT,0
2025-11-05T16:45:44Z,172.16.1.36,172.16.1.212,56323,443,TCP,117382,98,ACCEPT,0
2025-11-06T08:18:20Z,10.0.2.74,10.0.1.101,35299,53,TCP,15312,28,ACCEPT,0
2025-11-06T09:15:43Z,10.0.2.244,10.0.1.239,60737,5432,TCP,137797,182,ACCEPT,0
2025-11-06T10:47:53Z,172.16.1.133,10.0.1.231,55749,8080,TCP,119198,159,ACCEPT,0
2025-11-06T12:51:01Z,172.16.0.26,10.0.2.85,64524,53,TCP,145098,121,ACCEPT,0
2025-11-06T13:42:23Z,10.0.1.113,10.0.3.63,55847,53,TCP,123054,113,ACCEPT,0
2025-11-06T14:46:35Z,172.16.1.149,10.0.3.187,57974,443,TCP,74866,51,ACCEPT,0
2025-11-06T16:20:25Z,10.0.3.45,172.16.0.108,44338,27017,UDP,14264,23,ACCEPT,0
2025-11-06T18:08:23Z,172.16.1.197,172.16.0.245,61746,22,UDP,3754,3,ACCEPT,0
2025-11-06T18:39:57Z,10.0.1.55,10.0.1.100,52023,8443,TCP,119537,90,REJECT,0
2025-11-06T18:53:02Z,172.16.0.3,10.0.3.145,61907,3306,TCP,86649,118,ACCEPT,0
2025-11-07T08:35:27Z,10.0.1.8,172.16.1.79,39974,8080,UDP,8443,9,ACCEPT,0
2025-11-07T09:00:52Z,10.0.3.181,10.0.1.247,47584,3306,UDP,4349,3,ACCEPT,0
2025-11-07T09:05:11Z,10.0.3.69,172.16.0.81,33589,27017,TCP,8694,10,ACCEPT,0
2025-11-07T12:05:31Z,10.0.1.65,10.0.3.158,46731,3306,TCP,98389,79,ACCEPT,0
2025-11-07T13:12:59Z,10.0.2.105,172.16.0.215,40673,53,TCP,148414,118,ACCEPT,0
2025-11-07T13:24:13Z,10.0.2.8,10.0.2.21,40387,6379,TCP,4081,4,ACCEPT,0
2025-11-07T13:57:43Z,10.0.2.190,10.0.2.81,40783,6379,TCP,11708,14,ACCEPT,0
2025-11-07T14:02:55Z,10.0.3.244,172.16.0.69,60864,443,UDP,27444,48,ACCEPT,0
2025-11-07T14:29:32Z,10.0.2.40,172.16.1.114,46999,443,TCP,63890,59,ACCEPT,0
2025-11-07T14:50:13Z,10.0.1.33,10.0.2.88,62628,8443,UDP,69252,51,ACCEPT,0
2025-11-08T07:56:22Z,104.248.50.87,172.16.0.204,61261,5555,TCP,39855,75,REJECT,1
2025-11-08T08:21:12Z,172.16.1.173,10.0.2.221,62434,5432,UDP,41988,41,ACCEPT,0
2025-11-08T08:43:08Z,172.16.0.114,10.0.3.130,55823,6379,TCP,107892,134,ACCEPT,0
2025-11-08T10:31:22Z,172.16.0.43,172.16.1.177,43919,5432,TCP,12355,24,ACCEPT,0
2025-11-08T10:40:53Z,10.0.1.216,10.0.1.223,60723,53,TCP,76318,138,ACCEPT,0
2025-11-08T13:14:45Z,10.0.2.246,10.0.3.168,48137,27017,TCP,2980,3,ACCEPT,0
2025-11-08T13:36:33Z,10.0.1.194,10.0.1.240,51072,53,TCP,135985,91,ACCEPT,0
2025-11-08T13:40:35Z,10.0.2.56,10.0.1.132,55612,5432,TCP,19168,15,ACCEPT,0
2025-11-08T15:53:41Z,10.0.1.151,172.16.0.149,36449,443,TCP,45287,56,ACCEPT,0
2025-11-08T16:18:45Z,172.16.1.29,172.16.1.99,64076,3306,UDP,18679,12,ACCEPT,0
2025-11-09T08:18:41Z,10.0.2.79,172.16.1.142,54059,8443,TCP,108992,82,ACCEPT,0
2025-11-09T12:32:04Z,172.16.1.110,172.16.0.39,33226,80,UDP,31480,33,ACCEPT,0
2025-11-09T13:02:21Z,172.16.1.220,10.0.3.50,60636,8080,UDP,75478,69,ACCEPT,0
2025-11-09T14:21:31Z,10.0.1.100,10.0.1.228,46834,80,TCP,5535,9,ACCEPT,0
2025-11-09T15:22:02Z,10.0.1.118,10.0.3.251,55345,80,TCP,8371,7,ACCEPT,0
2025-11-09T15:37:14Z,172.16.0.72,172.16.0.181,58920,3306,TCP,25461,41,ACCEPT,0
2025-11-09T16:02:20Z,10.0.3.177,10.0.3.249,34697,8443,UDP,34110,65,ACCEPT,0
2025-11-09T16:17:56Z,172.16.1.164,10.0.2.162,48310,6379,TCP,24967,18,ACCEPT,0
2025-11-09T16:56:10Z,172.16.0.2,172.16.0.109,45337,80,TCP,19249,25,ACCEPT,0
2025-11-09T17:05:33Z,10.0.1.119,10.0.1.160,48488,443,TCP,10224,9,ACCEPT,0
2025-11-10T09:43:13Z,10.0.1.114,10.0.3.134,36751,3306,TCP,76991,131,ACCEPT,0
2025-11-10T09:56:17Z,172.16.0.67,10.0.1.176,49143,8443,TCP,95465,64,ACCEPT,0
2025-11-10T12:20:22Z,172.16.0.198,10.0.2.177,65438,27017,UDP,65755,77,ACCEPT,0
2025-11-10T13:42:01Z,10.0.3.114,172.16.0.181,41592,5432,TCP,56594,59,ACCEPT,0
2025-11-10T14:03:07Z,10.0.1.79,172.16.0.207,44984,3306,TCP,117403,127,ACCEPT,0
2025-11-10T14:35:39Z,172.16.1.135,172.16.1.128,59524,53,TCP,126790,152,ACCEPT,0
2025-11-10T15:47:30Z,10.0.1.22,172.16.0.175,59510,3306,TCP,59872,75,ACCEPT,0
2025-11-10T16:43:34Z,10.0.2.197,10.0.2.228,57481,27017,UDP,83810,139,REJECT,0
2025-11-10T16:43:34Z,172.16.0.6,10.0.1.8,52928,5432,TCP,60528,101,ACCEPT,0
2025-11-10T18:38:36Z,10.0.3.35,10.0.3.189,50440,3306,TCP,112698,151,ACCEPT,0
2025-11-11T08:41:57Z,10.0.1.28,172.16.0.252,54089,8443,TCP,20713,16,ACCEPT,0
2025-11-11T09:59:04Z,10.0.1.38,172.16.1.3,63199,6379,TCP,23831,23,ACCEPT,0
2025-11-11T10:20:21Z,172.16.0.151,172.16.1.12,34055,27017,TCP,144513,118,ACCEPT,0
2025-11-11T12:57:56Z,10.0.2.197,10.0.3.37,52734,3306,TCP,59080,76,ACCEPT,0
2025-11-11T13:46:48Z,10.0.2.48,10.0.2.74,49502,27017,TCP,43446,34,ACCEPT,0
2025-11-11T14:37:24Z,172.16.0.14,10.0.2.227,40776,8080,UDP,130813,184,ACCEPT,0
2025-11-11T14:40:49Z,172.16.1.53,10.0.2.176,45810,8080,TCP,107113,127,ACCEPT,0
2025-11-11T14:44:12Z,172.16.0.161,10.0.3.219,55755,8080,TCP,146554,150,ACCEPT,0
2025-11-11T15:26:26Z,172.16.1.208,10.0.3.228,55717,5432,TCP,1339,1,ACCEPT,0
2025-11-11T15:52:50Z,172.16.0.12,172.16.0.195,36616,5432,TCP,72553,54,ACCEPT,0
2025-11-12T10:31:59Z,172.16.1.72,172.16.0.87,63110,443,UDP,82525,66,ACCEPT,0
2025-11-12T11:51:05Z,10.0.1.214,10.0.3.86,50587,6379,TCP,56774,52,ACCEPT,0
2025-11-12T12:02:54Z,172.16.0.219,172.16.1.51,45225,53,UDP,30425,29,ACCEPT,0
2025-11-12T14:37:43Z,10.0.3.154,10.0.2.166,61398,80,TCP,82604,71,ACCEPT,0
2025-11-12T14:44:01Z,172.16.0.221,10.0.2.152,53417,22,TCP,93008,70,ACCEPT,0
2025-11-12T15:11:36Z,10.0.2.37,10.0.1.215,49144,80,TCP,116185,194,ACCEPT,0
2025-11-12T16:04:42Z,10.0.3.187,10.0.2.78,62817,3306,TCP,53656,60,ACCEPT,0
2025-11-12T16:11:09Z,10.0.1.161,172.16.0.53,39272,27017,TCP,111962,131,ACCEPT,0
2025-11-12T17:23:05Z,10.0.2.94,10.0.1.23,49812,8443,UDP,96790,92,ACCEPT,0
2025-11-12T18:41:17Z,10.0.1.230,172.16.1.185,41100,443,TCP,13775,25,ACCEPT,0
2025-11-13T10:11:05Z,10.0.2.124,172.16.0.101,55462,27017,TCP,31646,29,ACCEPT,0
2025-11-13T10:40:47Z,172.16.0.246,172.16.1.59,58043,27017,UDP,107190,129,ACCEPT,0
2025-11-13T14:21:26Z,10.0.3.87,172.16.0.195,33288,53,UDP,131518,117,ACCEPT,0
2025-11-13T14:54:19Z,10.0.2.5,172.16.1.57,62246,22,TCP,104370,94,ACCEPT,0
2025-11-13T14:57:10Z,10.0.2.194,10.0.2.167,35787,8080,UDP,4931,3,ACCEPT,0
2025-11-13T14:59:19Z,10.0.3.146,172.16.0.201,60199,8080,TCP,98951,102,ACCEPT,0
2025-11-13T16:35:29Z,10.0.3.199,10.0.3.121,52314,443,TCP,104126,104,ACCEPT,0
2025-11-13T16:45:30Z,10.0.3.19,172.16.0.123,39677,3306,UDP,113519,76,ACCEPT,0
2025-11-13T17:09:23Z,10.0.3.210,10.0.2.218,60235,5432,TCP,75935,142,ACCEPT,0
2025-11-13T17:12:19Z,10.0.3.18,172.16.1.218,38971,8080,TCP,7729,7,ACCEPT,0
2025-11-14T08:01:57Z,10.0.3.236,172.16.1.161,54386,80,TCP,129157,101,ACCEPT,0
2025-11-14T09:05:55Z,172.16.0.51,10.0.3.79,36724,443,TCP,22944,18,ACCEPT,0
2025-11-14T09:21:27Z,172.16.0.66,10.0.3.238,62066,53,TCP,136390,118,ACCEPT,0
2025-11-14T09:37:14Z,172.16.0.90,172.16.0.219,63706,22,TCP,104375,143,ACCEPT,0
2025-11-14T10:25:17Z,172.16.0.205,10.0.3.54,45993,22,TCP,144930,120,ACCEPT,0
2025-11-14T10:30:51Z,172.16.1.242,172.16.0.214,55957,443,UDP,103518,97,ACCEPT,0
2025-11-14T14:30:14Z,172.16.0.13,10.0.1.221,64143,27017,TCP,58381,56,ACCEPT,0
2025-11-14T15:54:54Z,10.0.3.235,172.16.0.180,55977,443,TCP,75522,87,ACCEPT,0
2025-11-14T16:27:51Z,10.0.2.225,10.0.1.72,57861,8080,TCP,38374,33,ACCEPT,0
2025-11-14T17:05:35Z,172.16.0.57,10.0.1.224,34471,443,TCP,147764,188,ACCEPT,0
2025-11-15T07:14:24Z,172.16.1.225,203.0.113.42,62357,53,TCP,351306146,371359,ACCEPT,1
2025-11-15T10:53:19Z,172.16.0.116,172.16.0.250,47992,5432,TCP,835,1,ACCEPT,0
2025-11-15T11:48:15Z,10.0.2.82,10.0.1.170,48358,5432,TCP,40222,61,ACCEPT,0
2025-11-15T13:57:58Z,172.16.0.179,10.0.3.92,42862,8080,TCP,66286,102,ACCEPT,0
2025-11-15T14:02:09Z,10.0.3.198,172.16.1.245,36334,22,TCP,101177,85,ACCEPT,0
2025-11-15T14:12:21Z,172.16.0.163,10.0.1.230,32774,443,TCP,6825,10,ACCEPT,0
2025-11-15T14:13:55Z,172.16.1.185,172.16.1.242,53022,3306,TCP,120013,150,ACCEPT,0
2025-11-15T14:47:34Z,10.0.2.80,172.16.1.240,63798,8080,TCP,121487,82,ACCEPT,0
2025-11-15T16:11:50Z,172.16.1.221,172.16.1.153,58975,5432,UDP,132742,243,ACCEPT,0
2025-11-15T17:50:34Z,172.16.1.253,10.0.3.188,52413,27017,TCP,95810,66,ACCEPT,0
2025-11-16T10:03:42Z,10.0.3.113,10.0.3.108,44468,8443,TCP,55509,46,ACCEPT,0
2025-11-16T10:36:26Z,10.0.1.241,10.0.3.42,38497,6379,UDP,44840,60,ACCEPT,0
2025-11-16T11:30:08Z,10.0.2.36,10.0.2.64,64581,8080,TCP,65109,70,ACCEPT,0
2025-11-16T14:00:00Z,172.16.0.20,172.16.1.151,53437,80,TCP,133033,180,ACCEPT,0
2025-11-16T14:23:10Z,172.16.1.238,10.0.1.241,54756,5432,UDP,54638,61,ACCEPT,0
2025-11-16T16:14:06Z,172.16.0.145,172.16.0.144,44741,5432,UDP,101539,192,ACCEPT,0
2025-11-16T16:14:58Z,172.16.1.68,172.16.0.219,58813,5432,TCP,106914,109,REJECT,0
2025-11-16T16:52:52Z,172.16.0.181,172.16.0.51,62760,443,TCP,132145,104,ACCEPT,0
2025-11-16T17:30:02Z,172.16.1.121,172.16.1.245,43519,3306,TCP,70408,110,ACCEPT,0
2025-11-16T18:32:57Z,10.0.2.111,10.0.2.109,35793,443,TCP,88960,80,ACCEPT,0
2025-11-17T08:37:28Z,10.0.2.47,10.0.1.37,52453,8080,TCP,16054,11,ACCEPT,0
2025-11-17T12:18:42Z,172.16.1.233,172.16.0.2,45019,27017,TCP,148106,123,ACCEPT,0
2025-11-17T16:30:58Z,10.0.3.213,172.16.1.193,43067,443,TCP,31765,29,ACCEPT,0
2025-11-17T16:54:00Z,172.16.1.163,10.0.1.155,63772,22,UDP,55319,97,ACCEPT,0
2025-11-17T17:09:25Z,10.0.3.51,172.16.1.68,37573,27017,TCP,24579,31,ACCEPT,0
2025-11-17T17:14:31Z,10.0.2.244,10.0.1.81,55762,6379,UDP,100896,69,REJECT,0
2025-11-17T17:14:56Z,10.0.3.162,10.0.1.187,47907,5432,TCP,21500,18,ACCEPT,0
2025-11-17T17:25:02Z,10.0.3.134,172.16.0.11,61774,80,TCP,41060,43,ACCEPT,0
2025-11-17T18:30:32Z,172.16.1.190,172.16.1.121,38549,5432,TCP,83562,150,ACCEPT,0
2025-11-17T18:33:57Z,10.0.2.208,10.0.3.192,41032,53,TCP,146904,182,ACCEPT,0
2025-11-18T08:45:54Z,10.0.1.51,172.16.1.32,36661,53,UDP,21352,32,ACCEPT,0
2025-11-18T08:57:43Z,10.0.3.21,10.0.3.175,62223,53,TCP,21925,42,ACCEPT,0
2025-11-18T09:10:36Z,10.0.2.125,10.0.3.85,53636,53,UDP,112693,76,ACCEPT,0
2025-11-18T09:37:42Z,172.16.1.38,172.16.1.87,41232,5432,TCP,71691,89,ACCEPT,0
2025-11-18T10:54:11Z,10.0.2.96,172.16.1.15,50252,27017,TCP,125523,119,ACCEPT,0
2025-11-18T12:59:44Z,172.16.1.247,172.16.1.79,35324,5432,TCP,94075,108,ACCEPT,0
2025-11-18T15:15:40Z,172.16.0.32,10.0.1.241,59361,6379,TCP,104475,119,ACCEPT,0
2025-11-18T15:38:34Z,172.16.0.27,10.0.2.144,63602,22,TCP,106437,188,ACCEPT,0
2025-11-18T16:54:44Z,10.0.2.236,10.0.1.252,36348,3306,UDP,49574,44,ACCEPT,0
2025-11-18T17:42:21Z,10.0.1.217,10.0.2.54,64301,3306,TCP,143695,259,ACCEPT,0
2025-11-19T08:28:18Z,10.0.2.219,10.0.1.130,47645,5432,TCP,34442,43,ACCEPT,0
2025-11-19T08:46:28Z,10.0.3.32,10.0.1.49,54706,22,TCP,17360,23,ACCEPT,0
2025-11-19T09:18:59Z,172.16.0.158,10.0.3.111,57496,80,TCP,95787,78,ACCEPT,0
2025-11-19T12:45:48Z,172.16.0.245,10.0.3.218,53098,3306,TCP,128665,125,ACCEPT,0
2025-11-19T15:08:58Z,10.0.2.152,10.0.2.22,44147,8080,TCP,91865,64,ACCEPT,0
2025-11-19T15:20:25Z,172.16.0.22,10.0.2.152,36238,53,TCP,87272,60,REJECT,0
2025-11-19T15:51:34Z,172.16.1.30,10.0.3.208,60286,5432,TCP,54914,58,ACCEPT,0
2025-11-19T16:50:55Z,10.0.1.160,172.16.0.96,41424,22,TCP,82082,56,ACCEPT,0
2025-11-19T17:07:43Z,91.134.210.15,10.0.3.5,62114,445,TCP,30573,53,REJECT,1
2025-11-19T17:49:19Z,10.0.3.113,172.16.1.105,50431,8080,TCP,123884,108,ACCEPT,0
2025-11-20T08:16:33Z,45.33.32.156,172.16.0.209,59439,443,TCP,89,3,REJECT,1
2025-11-20T10:59:46Z,10.0.2.119,10.0.2.229,57479,27017,TCP,88592,64,ACCEPT,0
2025-11-20T11:44:26Z,172.16.1.34,10.0.1.169,40530,53,TCP,33949,44,ACCEPT,0
2025-11-20T11:50:57Z,10.0.3.10,172.16.0.107,57570,443,UDP,85167,110,ACCEPT,0
2025-11-20T12:41:48Z,172.16.0.206,10.0.3.22,61372,443,TCP,66750,96,ACCEPT,0
2025-11-20T13:50:42Z,10.0.1.249,10.0.2.44,46808,53,TCP,126406,129,ACCEPT,0
2025-11-20T15:06:32Z,10.0.3.139,172.16.1.205,57829,22,TCP,29548,53,ACCEPT,0
2025-11-20T15:31:02Z,172.16.0.219,10.0.2.163,39639,22,TCP,43262,29,ACCEPT,0
2025-11-20T18:08:55Z,10.0.1.251,10.0.1.23,60090,3306,TCP,43309,50,ACCEPT,0
2025-11-20T18:11:52Z,172.16.1.35,10.0.3.123,48752,5432,UDP,3151,4,ACCEPT,0
2025-11-21T08:13:04Z,10.0.3.224,172.16.0.162,55414,443,TCP,19097,13,ACCEPT,0
2025-11-21T08:23:28Z,172.16.1.78,10.0.2.37,59450,3306,UDP,115573,187,REJECT,0
2025-11-21T11:40:17Z,172.16.1.56,10.0.2.65,34517,8443,TCP,149768,102,ACCEPT,0
2025-11-21T11:43:32Z,10.0.3.44,172.16.0.46,61843,443,TCP,42064,42,ACCEPT,0
2025-11-21T12:14:09Z,10.0.2.17,172.16.1.193,53413,27017,TCP,113693,136,ACCEPT,0
2025-11-21T13:52:46Z,172.16.0.3,10.0.2.131,55229,5432,TCP,124132,228,ACCEPT,0
2025-11-21T14:43:48Z,172.16.1.151,172.16.0.28,55454,5432,UDP,44638,53,ACCEPT,0
2025-11-21T14:57:28Z,172.16.0.14,172.16.0.41,44399,53,TCP,112703,188,ACCEPT,0
2025-11-21T15:37:33Z,10.0.3.68,172.16.1.79,33758,8443,UDP,123811,112,ACCEPT,0
2025-11-21T18:41:10Z,172.16.1.73,172.16.0.28,53774,5432,TCP,50239,36,ACCEPT,0
2025-11-22T08:23:40Z,10.0.2.97,10.0.3.94,53885,6379,TCP,122662,148,ACCEPT,0
2025-11-22T13:43:23Z,10.0.1.183,10.0.2.11,64100,8080,TCP,2724,4,ACCEPT,0
2025-11-22T14:18:48Z,10.0.2.147,172.16.0.70,60251,443,UDP,5816,8,ACCEPT,0
2025-11-22T15:35:40Z,172.16.0.195,10.0.3.140,56467,5432,UDP,93249,88,REJECT,0
2025-11-22T15:38:49Z,10.0.1.106,172.16.0.199,47593,22,TCP,50255,48,ACCEPT,0
2025-11-22T16:37:31Z,172.16.1.173,10.0.2.120,54374,5432,TCP,4013,4,REJECT,0
2025-11-22T17:35:33Z,10.0.3.151,10.0.1.165,52476,8443,TCP,106046,91,ACCEPT,0
2025-11-22T18:16:58Z,10.0.1.16,10.0.1.203,64764,6379,TCP,62416,92,ACCEPT,0
2025-11-22T18:33:34Z,172.16.0.53,172.16.1.78,59067,80,UDP,11763,10,ACCEPT,0
2025-11-22T18:48:18Z,172.16.0.75,172.16.0.144,52744,22,TCP,137708,213,ACCEPT,0
2025-11-23T01:18:12Z,10.0.2.142,203.0.113.42,41900,443,UDP,434242372,355936,ACCEPT,1
2025-11-23T08:45:23Z,10.0.2.208,172.16.1.10,42748,8443,TCP,88556,116,ACCEPT,0
2025-11-23T10:07:52Z,172.16.1.46,10.0.2.224,37247,3306,TCP,134233,163,ACCEPT,0
2025-11-23T10:47:53Z,10.0.3.132,172.16.0.10,50015,8080,TCP,11391,11,ACCEPT,0
2025-11-23T11:46:05Z,10.0.3.93,172.16.0.155,57706,3306,TCP,33999,31,ACCEPT,0
2025-11-23T11:47:17Z,10.0.2.217,10.0.3.52,60950,443,TCP,133161,122,ACCEPT,0
2025-11-23T12:14:43Z,172.16.1.251,172.16.0.70,61302,443,TCP,122796,138,ACCEPT,0
2025-11-23T12:26:23Z,172.16.0.204,172.16.0.212,53601,22,TCP,58021,41,ACCEPT,0
2025-11-23T17:58:09Z,172.16.0.128,10.0.3.237,47210,8443,TCP,92451,83,REJECT,0
2025-11-23T18:29:55Z,172.16.0.93,104.248.50.87,42120,53,UDP,449504637,463406,ACCEPT,1
2025-11-24T00:05:25Z,185.220.101.33,172.16.1.80,36829,80,TCP,185,1,REJECT,1
2025-11-24T04:52:38Z,203.0.113.42,10.0.3.13,57057,6666,UDP,24802890,354327,ACCEPT,1
2025-11-24T09:24:52Z,172.16.0.66,10.0.2.52,39067,53,UDP,114450,103,ACCEPT,0
2025-11-24T11:05:11Z,10.0.2.167,10.0.1.38,51119,80,UDP,41601,41,ACCEPT,0
2025-11-24T11:40:32Z,172.16.1.197,10.0.2.70,47838,5432,TCP,143572,168,ACCEPT,0
2025-11-24T13:25:12Z,172.16.1.17,10.0.3.109,54644,443,TCP,106174,193,REJECT,0
2025-11-24T14:14:44Z,10.0.3.34,10.0.2.53,54382,8443,TCP,119082,79,REJECT,0
2025-11-24T15:01:19Z,10.0.3.20,10.0.2.162,59979,27017,TCP,52545,44,ACCEPT,0
2025-11-24T17:01:30Z,10.0.1.203,10.0.2.189,59571,27017,TCP,18975,19,REJECT,0
2025-11-24T17:14:03Z,172.16.1.111,10.0.2.172,52608,443,UDP,42870,29,ACCEPT,0
2025-11-25T09:08:04Z,10.0.3.47,172.16.1.72,54470,443,TCP,6297,4,ACCEPT,0
2025-11-25T10:44:45Z,10.0.3.241,172.16.1.156,55099,5432,TCP,68860,95,ACCEPT,0
2025-11-25T11:21:10Z,10.0.1.22,172.16.1.129,36598,27017,TCP,128767,100,ACCEPT,0
2025-11-25T11:52:43Z,172.16.0.7,10.0.2.125,40079,80,TCP,28983,32,REJECT,0
2025-11-25T13:12:31Z,10.0.1.87,10.0.1.41,41439,443,UDP,116046,143,ACCEPT,0
2025-11-25T14:04:37Z,172.16.1.216,10.0.1.57,54337,53,UDP,18206,19,ACCEPT,0
2025-11-25T15:23:52Z,10.0.3.89,172.16.1.23,58275,53,TCP,72186,49,ACCEPT,0
2025-11-25T15:32:18Z,172.16.0.5,10.0.2.209,60027,3306,TCP,33397,58,ACCEPT,0
2025-11-25T16:00:53Z,10.0.3.161,10.0.3.100,56328,8443,TCP,143072,243,ACCEPT,0
2025-11-25T17:19:49Z,172.16.1.167,10.0.2.8,52911,3306,TCP,128983,137,ACCEPT,0
2025-11-26T08:56:43Z,10.0.2.187,172.16.0.66,39104,3306,TCP,12953,15,ACCEPT,0
2025-11-26T09:04:09Z,172.16.1.183,178.128.200.15,40153,8080,UDP,456079451,522427,ACCEPT,1
2025-11-26T10:50:33Z,172.16.0.180,172.16.0.235,40085,27017,TCP,112287,85,ACCEPT,0
2025-11-26T11:50:44Z,172.16.1.93,172.16.1.90,35175,3306,TCP,68475,46,ACCEPT,0
2025-11-26T13:19:39Z,10.0.3.236,172.16.0.111,52479,8443,TCP,144423,283,ACCEPT,0
